a_year,a_ref,a_District,a_type,a_veh,a_cas,a_wkday,a_day,a_month,a_hour,a_min,a_gd1,a_gd2,a_ctype,a_speed,a_jdet,a_jcont,a_pedhum,a_pedphys,a_light,a_weat,a_roadsc,a_speccs,a_chaz,a_scene
2016,3210,ANTN,3,2,1,THU,14,7,8,7,311177,376316,13,60, , , , , , , , , , 
2016,3211,DCST,3,2,1,THU,14,7,10,59,245904,414848,13,60, , , , , , , , , , 
2016,3212,ANTN,3,1,1,THU,14,7,13,30,327326,383327,13,60, , , , , , , , , , 
2016,3213,MIDU,3,1,2,THU,14,7,13,58,294171,382519,13,60, , , , , , , , , , 
2016,3214,ARND,3,2,1,THU,14,7,16,1,347007,367041,13,60, , , , , , , , , , 
2016,3215,DCST,3,2,1,WED,6,7,12,34,243584,416490,13,30, , , , , , , , , , 
2016,3216,NEMD,3,2,3,THU,14,7,16,10,332265,332308,13,60, , , , , , , , , , 
2016,3217,MEAN,3,2,1,THU,14,7,17,34,305423,405793,13,60, , , , , , , , , , 
2016,3218,CCGL,3,2,2,THU,14,7,18,6,289839,419580,13,60, , , , , , , , , , 
2016,3219,BELC,3,2,1,THU,14,7,11,45,333321,373892,13,30, , , , , , , , , , 
2016,3220,FERO,2,2,1,FRI,15,7,2,10,244727,372426,13,30,12,3,1,11,4,1,1,1,1,1
2016,3221,DCST,3,2,3,FRI,15,7,10,32,253845,406710,13,60, , , , , , , , , , 
2016,3222,BELC,3,1,1,FRI,15,7,10,56,332784,373445,13,50, , , , , , , , , , 
2016,3223,DCST,3,2,1,FRI,15,7,11,0,252907,420329,13,30, , , , , , , , , , 
2016,3224,BELC,3,2,1,FRI,15,7,16,8,330817,371361,1,30, , , , , , , , , , 
2016,3225,MEAN,3,2,2,FRI,15,7,16,49,310092,412685,13,60, , , , , , , , , , 
2016,3226,NEMD,3,3,2,FRI,15,7,17,22,336340,352767,13,30, , , , , , , , , , 
2016,3227,BELC,2,1,1,FRI,15,7,18,20,331761,376255,13,30,1,1,1,1,1,1,1,1,1,1
2016,3228,BELC,3,2,1,SAT,16,7,10,25,334373,377645,14,70, , , , , , , , , , 
2016,3229,NEMD,2,2,1,SAT,16,7,10,30,288005,313901,13,60,1,1,1,1,2,1,1,1,1,1
2016,3230,BELC,3,2,2,SAT,16,7,11,0,333044,373814,13,50, , , , , , , , , , 
2016,3231,BELC,3,2,1,SAT,16,7,12,50,329191,372784,13,30, , , , , , , , , , 
2016,3232,BELC,3,2,1,SAT,16,7,13,0,328178,370174,13,30, , , , , , , , , , 
2016,3233,MEAN,3,2,1,SAT,16,7,16,8,311386,396991,13,60, , , , , , , , , , 
2016,3234,NEMD,3,4,5,SAT,16,7,16,19,333310,336002,13,40, , , , , , , , , , 
2016,3235,ARND,3,1,1,SAT,16,7,16,20,360005,355296,13,60, , , , , , , , , , 
2016,3236,ARBC,3,2,2,SAT,16,7,16,35,312942,345701,13,30, , , , , , , , , , 
2016,3237,BELC,3,2,2,SAT,16,7,18,40,327548,369941,13,30, , , , , , , , , , 
2016,3238,NEMD,3,2,1,SAT,16,7,15,0,307658,328230,1,30, , , , , , , , , , 
2016,3239,DCST,3,2,2,SAT,16,7,21,0,243063,417035,13,30, , , , , , , , , , 
2016,3240,MIDU,3,1,1,SAT,16,7,22,14,295639,401610,13,60, , , , , , , , , , 
2016,3241,BELC,3,2,2,SAT,16,7,23,24,331625,373261,13,30, , , , , , , , , , 
2016,3242,ARND,3,1,1,SUN,17,7,0,49,349968,381374,13,30, , , , , , , , , , 
2016,3243,NEMD,2,1,2,SUN,17,7,4,20,334207,316703,13,60,1,1,1,1,6,1,1,1,1,1
2016,3244,LISC,3,1,1,SUN,17,7,5,50,336684,368167,13,60, , , , , , , , , , 
2016,3245,ARND,3,1,1,SUN,17,7,12,23,350364,381531,13,30, , , , , , , , , , 
2016,3246,DCST,1,1,1,SUN,17,7,13,9,242428,416060,13,30,1,1,1,1,1,1,1,1,1,1
2016,3247,ARND,3,2,1,SAT,16,7,18,30,351001,374177,13,30, , , , , , , , , , 
2016,3248,BELC,3,3,2,SUN,17,7,20,10,336507,374995,11,50, , , , , , , , , , 
2016,3249,MIDU,3,2,1,SUN,17,7,20,30,284130,365918,13,60, , , , , , , , , , 
2016,3250,NEMD,3,1,1,SUN,17,7,22,25,319086,315642,13,40, , , , , , , , , , 
2016,3251,NEMD,3,2,4,MON,18,7,0,20,288868,313369,13,40, , , , , , , , , , 
2016,3252,ARBC,3,1,1,MON,18,7,4,59,300565,354669,13,30, , , , , , , , , , 
2016,3253,BELC,3,2,5,MON,18,7,10,25,333822,374791,13,20, , , , , , , , , , 
2016,3254,FERO,3,2,1,MON,18,7,11,7,218631,357789,13,60, , , , , , , , , , 
2016,3255,NEMD,3,1,1,MON,18,7,12,59,309104,325373,13,30, , , , , , , , , , 
2016,3256,DCST,3,2,1,MON,18,7,13,19,244811,415723,1,30, , , , , , , , , , 
2016,3257,BELC,3,3,2,MON,18,7,15,3,329775,369849,14,70, , , , , , , , , , 
2016,3258,CCGL,3,2,1,MON,18,7,16,1,267481,422152,13,60, , , , , , , , , , 
2016,3259,ANTN,3,2,1,MON,18,7,16,30,333242,381960,13,30, , , , , , , , , , 
2016,3260,MIDU,3,2,1,MON,18,7,16,50,277295,358316,13,60, , , , , , , , , , 
2016,3261,MIDU,3,2,1,MON,18,7,17,23,279066,362354,13,30, , , , , , , , , , 
2016,3262,BELC,3,1,1,THU,14,7,17,0,334837,373945,13,30, , , , , , , , , , 
2016,3263,BELC,3,2,2,MON,18,7,20,24,334036,374860,13,30, , , , , , , , , , 
2016,3264,LISC,3,2,1,MON,18,7,21,10,336485,366010,13,60, , , , , , , , , , 
2016,3265,BELC,3,2,1,MON,18,7,15,10,334144,377460,13,30, , , , , , , , , , 
2016,3266,NEMD,3,1,3,MON,18,7,23,25,348772,343460,13,30, , , , , , , , , , 
2016,3267,ARND,1,3,3,TUE,19,7,6,31,342767,380839,13,50,1,1,1,1,1,8,1,1,1,1
2016,3268,NEMD,3,3,2,TUE,19,7,8,20,348122,343597,13,60, , , , , , , , , , 
2016,3269,BELC,3,2,1,TUE,19,7,10,19,334928,371289,1,30, , , , , , , , , , 
2016,3270,ARBC,3,1,1,TUE,19,7,10,32,320194,353481,13,30, , , , , , , , , , 
2016,3271,NEMD,3,3,2,TUE,19,7,11,50,308309,327281,13,30, , , , , , , , , , 
2016,3272,DCST,3,2,1,SAT,16,7,16,50,246328,418145,1,50, , , , , , , , , , 
2016,3273,LISC,3,2,1,FRI,15,7,13,4,323965,364405,13,30, , , , , , , , , , 
2016,3274,NEMD,3,2,1,TUE,19,7,14,20,336073,353084,13,40, , , , , , , , , , 
2016,3275,DCST,3,2,2,TUE,19,7,14,50,243176,417609,13,30, , , , , , , , , , 
2016,3276,DCST,3,2,1,TUE,19,7,15,36,243774,420440,13,30, , , , , , , , , , 
2016,3277,MIDU,3,2,3,TUE,19,7,16,30,247733,348449,13,60, , , , , , , , , , 
2016,3278,ARND,3,3,4,TUE,19,7,16,53,348898,372933,13,30, , , , , , , , , , 
2016,3279,BELC,3,1,1,TUE,19,7,17,4,332446,371879,13,30, , , , , , , , , , 
2016,3280,BELC,3,1,1,TUE,19,7,17,44,335776,372894,13,30, , , , , , , , , , 
2016,3281,LISC,3,2,1,TUE,19,7,20,36,331989,365849,13,30, , , , , , , , , , 
2016,3282,ARND,3,2,3,TUE,19,7,22,40,352328,381586,13,30, , , , , , , , , , 
2016,3283,LISC,3,1,1,WED,20,7,7,39,326231,353029,13,60, , , , , , , , , , 
2016,3284,DCST,3,3,1,WED,20,7,8,13,243816,415934,13,30, , , , , , , , , , 
2016,3285,BELC,3,3,2,WED,20,7,8,45,334427,377195,13,70, , , , , , , , , , 
2016,3286,NEMD,3,2,1,TUE,19,7,19,45,289330,313092,13,60, , , , , , , , , , 
2016,3287,BELC,3,2,1,WED,20,7,8,35,330770,370293,13,30, , , , , , , , , , 
2016,3288,ARND,3,2,1,WED,20,7,10,50,346412,377090,13,60, , , , , , , , , , 
2016,3289,ARBC,3,3,2,WED,20,7,11,10,313161,344998,11,60, , , , , , , , , , 
2016,3290,NEMD,3,1,1,WED,20,7,12,50,328290,321611,13,60, , , , , , , , , , 
2016,3291,LISC,3,2,1,WED,20,7,13,50,324110,363671,13,40, , , , , , , , , , 
2016,3292,CCGL,2,2,2,WED,20,7,14,10,296928,425315,13,60,12,7,1,1,2,4,2,1,1,1
2016,3293,ANTN,3,2,3,WED,20,7,15,40,333193,381975,13,30, , , , , , , , , , 
2016,3294,CCGL,3,2,1,WED,20,7,16,5,282025,438646,13,30, , , , , , , , , , 
2016,3295,NEMD,3,3,2,WED,20,7,17,5,337038,351847,13,30, , , , , , , , , , 
2016,3296,FERO,2,1,1,WED,20,7,18,6,218953,360179,13,60,1,1,1,1,2,1,1,6,1,1
2016,3297,FERO,3,2,2,WED,20,7,18,8,254979,361294,13,60, , , , , , , , , , 
2016,3298,BELC,3,2,1,WED,20,7,18,15,331742,376111,13,30, , , , , , , , , , 
2016,3299,MIDU,3,2,1,WED,20,7,18,32,283622,365581,13,40, , , , , , , , , , 
2016,3300,NEMD,3,1,1,THU,21,7,10,40,329008,312780,13,60, , , , , , , , , , 
2016,3301,ARND,3,2,1,THU,21,7,11,36,350045,379982,1,30, , , , , , , , , , 
2016,3302,MIDU,3,2,1,THU,21,7,11,40,279253,365375,13,60, , , , , , , , , , 
2016,3303,BELC,2,1,1,THU,21,7,14,38,327266,369660,13,30,1,1,1,1,1,1,1,1,1,1
2016,3304,ARND,3,2,3,THU,21,7,15,20,343870,376898,13,60, , , , , , , , , , 
2016,3305,ARND,3,1,1,THU,21,7,15,30,351488,379495,13,30, , , , , , , , , , 
2016,3306,BELC,3,2,1,THU,21,7,16,20,333263,374619,13,50, , , , , , , , , , 
2016,3307,BELC,3,2,1,THU,21,7,19,25,335106,373524,13,30, , , , , , , , , , 
2016,3308,MEAN,3,2,1,THU,21,7,12,15,315995,398248,13,60, , , , , , , , , , 
2016,3309,BELC,3,2,2,THU,21,7,20,16,332213,372681,13,30, , , , , , , , , , 
2016,3310,DCST,3,2,1,THU,21,7,23,20,253769,421291,13,70, , , , , , , , , , 
2016,3311,ARBC,3,1,1,FRI,22,7,7,12,287255,342983,13,60, , , , , , , , , , 
2016,3312,DCST,1,2,2,FRI,22,7,7,20,251162,403889,13,60,10,7,1,1,2,1,2,1,1,1
2016,3313,ARBC,3,2,1,FRI,22,7,7,20,287248,342964,13,60, , , , , , , , , , 
2016,3314,BELC,2,2,1,FRI,22,7,7,29,333300,372928,13,30,12,7,1,1,2,2,2,1,1,1
2016,3315,ARBC,3,2,1,FRI,22,7,8,30,295718,335890,13,60, , , , , , , , , , 
2016,3316,MIDU,3,2,2,FRI,22,7,9,0,294438,395172,13,60, , , , , , , , , , 
2016,3317,FERO,3,2,1,FRI,22,7,9,28,261327,370015,13,60, , , , , , , , , , 
2016,3318,MEAN,3,2,1,FRI,22,7,7,45,307433,400359,13,60, , , , , , , , , , 
2016,3319,BELC,3,2,2,FRI,22,7,10,40,329350,372868,13,60, , , , , , , , , , 
2016,3320,ARBC,3,2,1,FRI,22,7,12,55,304983,350719,13,60, , , , , , , , , , 
2016,3321,MEAN,3,2,1,FRI,22,7,13,15,310635,402010,13,30, , , , , , , , , , 
2016,3322,BELC,3,3,1,FRI,22,7,13,22,337950,372439,11,40, , , , , , , , , , 
2016,3323,LISC,3,2,1,THU,21,7,19,0,323401,358315,13,40, , , , , , , , , , 
2016,3324,MIDU,3,2,1,FRI,22,7,15,36,285057,365696,13,60, , , , , , , , , , 
2016,3325,NEMD,3,2,1,FRI,22,7,16,45,338714,333316,13,30, , , , , , , , , , 
2016,3326,ANTN,3,2,3,FRI,22,7,18,20,324485,379572,13,60, , , , , , , , , , 
2016,3327,BELC,3,2,1,FRI,22,7,17,35,327413,368484,13,30, , , , , , , , , , 
2016,3328,MEAN,3,2,1,FRI,22,7,19,23,309432,402591,13,30, , , , , , , , , , 
2016,3329,ARBC,3,2,1,FRI,22,7,13,30,310911,340329,11,60, , , , , , , , , , 
2016,3330,ARBC,2,2,1,FRI,22,7,22,2,287213,344062,13,40,10,7,1,1,4,1,1,1,1,1
2016,3331,ARBC,3,2,3,FRI,22,7,23,57,306879,357461,13,30, , , , , , , , , , 
2016,3332,NEMD,2,2,1,SAT,23,7,0,19,341458,360884,13,60,1,1,1,1,6,1,2,1,1,1
2016,3333,ARND,3,2,1,SAT,23,7,10,50,345054,374762,13,60, , , , , , , , , , 
2016,3334,CCGL,2,4,5,SAT,23,7,11,35,299838,419286,13,60,1,1,1,1,2,1,1,1,1,1
2016,3335,BELC,2,2,1,FRI,22,7,23,59,331602,375823,13,30,12,7,1,1,4,1,1,1,1,2
2016,3336,BELC,3,1,1,SAT,23,7,12,15,328968,371613,13,30, , , , , , , , , , 
2016,3337,BELC,2,1,1,SAT,23,7,14,30,333216,376538,13,30,10,7,1,1,1,1,2,1,1,1
2016,3338,ARBC,3,2,1,SAT,23,7,15,28,308273,357667,13,30, , , , , , , , , , 
2016,3339,NEMD,3,2,1,SAT,23,7,15,52,325523,315495,13,60, , , , , , , , , , 
2016,3340,LISC,3,3,3,SAT,23,7,16,36,327676,363795,13,30, , , , , , , , , , 
2016,3341,CCGL,3,2,4,SAT,23,7,17,25,288464,440480,13,60, , , , , , , , , , 
2016,3342,NEMD,3,2,1,SAT,23,7,18,0,314999,326930,13,60, , , , , , , , , , 
2016,3343,ARBC,2,1,1,SAT,23,7,18,39,307365,353744,13,20,1,1,1,1,1,1,1,1,1,1
2016,3344,ANTN,3,2,2,SAT,23,7,19,11,313755,389928,14,70, , , , , , , , , , 
2016,3345,BELC,3,1,1,SAT,23,7,18,0,333561,376240,13,30, , , , , , , , , , 
2016,3346,BELC,2,1,1,SAT,23,7,21,50,331332,373131,13,30,12,3,1,11,1,1,1,1,1,1
2016,3347,BELC,3,1,1,SAT,23,7,22,30,332514,375981,13,30, , , , , , , , , , 
2016,3348,CCGL,3,2,6,SAT,23,7,23,30,263835,404540,13,60, , , , , , , , , , 
2016,3349,BELC,3,2,1,SUN,24,7,2,40,333585,373233,2,30, , , , , , , , , , 
2016,3350,NEMD,3,2,2,SUN,24,7,14,2,350785,356748,13,60, , , , , , , , , , 
2016,3351,CCGL,3,2,2,SUN,24,7,19,15,292041,429118,13,60, , , , , , , , , , 
2016,3352,ARND,2,1,2,SUN,24,7,19,40,355114,376220,13,40,1,1,1,1,2,2,2,1,1,1
2016,3353,MIDU,3,3,4,SUN,24,7,21,5,295998,391969,13,60, , , , , , , , , , 
2016,3354,CCGL,2,1,4,SUN,24,7,21,0,270270,426270,13,60,1,1,1,1,2,1,2,1,1,1
2016,3355,CCGL,3,2,2,SUN,24,7,21,20,311215,440623,13,30, , , , , , , , , , 
2016,3356,BELC,3,2,2,SUN,24,7,21,30,330865,376607,13,30, , , , , , , , , , 
2016,3357,BELC,3,2,1,SUN,24,7,22,48,334201,375492,13,30, , , , , , , , , , 
2016,3358,ANTN,3,2,2,SUN,24,7,21,55,325265,380244,13,60, , , , , , , , , , 
2016,3359,MIDU,3,2,2,SUN,24,7,23,59,274385,365590,13,60, , , , , , , , , , 
2016,3360,BELC,3,3,1,MON,25,7,0,54,332239,376393,13,30, , , , , , , , , , 
2016,3361,ANTN,1,2,4,MON,25,7,7,56,304397,391037,13,60,6,4,1,1,2,1,1,1,1,1
2016,3362,NEMD,3,2,1,MON,25,7,8,20,307956,326096,13,30, , , , , , , , , , 
2016,3363,DCST,3,1,2,SUN,24,7,18,0,246293,418126,13,30, , , , , , , , , , 
2016,3364,NEMD,3,1,1,MON,25,7,13,50,350590,340877,13,60, , , , , , , , , , 
2016,3365,NEMD,3,2,4,MON,25,7,16,13,349627,346394,13,60, , , , , , , , , , 
2016,3366,FERO,3,1,1,MON,25,7,16,23,220033,355020,13,60, , , , , , , , , , 
2016,3367,ANTN,3,2,1,MON,25,7,16,40,304863,389514,13,60, , , , , , , , , , 
2016,3368,BELC,3,2,2,MON,25,7,17,23,329795,369866,12,70, , , , , , , , , , 
2016,3369,CCGL,3,2,1,MON,25,7,18,1,304545,431852,13,40, , , , , , , , , , 
2016,3370,ARBC,3,2,1,MON,25,7,18,50,288004,345121,13,30, , , , , , , , , , 
2016,3371,MIDU,3,2,2,MON,25,7,21,35,254417,352176,13,30, , , , , , , , , , 
2016,3372,FERO,3,2,1,TUE,26,7,2,0,245244,373146,13,30, , , , , , , , , , 
2016,3373,ANTN,3,2,1,TUE,26,7,7,54,331708,382362,13,30, , , , , , , , , , 
2016,3374,ARBC,2,3,1,TUE,26,7,8,0,287846,342392,13,60,12,7,1,1,2,1,1,1,1,1
2016,3375,BELC,3,4,2,TUE,26,7,10,55,330153,369719,13,30, , , , , , , , , , 
2016,3376,ARND,3,2,3,TUE,26,7,11,15,346879,369948,13,30, , , , , , , , , , 
2016,3377,FERO,3,2,3,TUE,26,7,12,10,244639,372234,13,30, , , , , , , , , , 
2016,3378,BELC,3,2,1,TUE,26,7,12,15,331467,370886,13,30, , , , , , , , , , 
2016,3379,ARBC,3,2,3,TUE,26,7,12,42,313924,345547,11,60, , , , , , , , , , 
2016,3380,LISC,3,3,4,TUE,26,7,12,50,334766,369390,11,50, , , , , , , , , , 
2016,3381,BELC,3,2,1,TUE,26,7,15,21,332083,373012,13,30, , , , , , , , , , 
2016,3382,LISC,3,2,2,TUE,26,7,16,29,328029,367822,13,30, , , , , , , , , , 
2016,3383,BELC,3,1,1,TUE,26,7,16,33,334408,375386,13,30, , , , , , , , , , 
2016,3384,LISC,2,3,3,TUE,26,7,17,2,325811,364789,13,30,1,1,1,11,3,2,2,1,1,1
2016,3385,NEMD,2,3,1,TUE,26,7,18,15,306080,320932,13,40,10,7,1,1,1,2,2,1,1,1
2016,3386,FERO,3,2,3,TUE,26,7,18,36,250622,364216,13,60, , , , , , , , , , 
2016,3387,MIDU,3,3,3,TUE,26,7,19,24,287200,361839,13,60, , , , , , , , , , 
2016,3388,DCST,3,2,1,TUE,26,7,20,5,248779,398954,13,60, , , , , , , , , , 
2016,3389,MIDU,3,1,1,TUE,26,7,20,29,252618,354480,13,60, , , , , , , , , , 
2016,3390,MIDU,3,1,4,TUE,26,7,20,25,287698,361453,12,70, , , , , , , , , , 
2016,3391,ANTN,3,2,1,TUE,26,7,23,23,306592,389354,13,60, , , , , , , , , , 
2016,3392,DCST,3,2,1,WED,27,7,9,5,248045,413326,13,60, , , , , , , , , , 
2016,3393,BELC,3,2,2,WED,27,7,10,27,333219,372828,13,30, , , , , , , , , , 
2016,3394,MIDU,3,1,1,WED,27,7,10,44,288726,397718,13,60, , , , , , , , , , 
2016,3395,MEAN,2,2,1,WED,27,7,13,0,332244,415488,13,40,10,7,1,1,2,1,1,1,1,1
2016,3396,FERO,3,2,2,WED,27,7,14,24,223253,340455,13,60, , , , , , , , , , 
2016,3397,BELC,3,2,1,WED,27,7,14,57,336931,374069,13,30, , , , , , , , , , 
2016,3398,ANTN,3,2,3,WED,27,7,15,15,335044,381201,13,30, , , , , , , , , , 
2016,3399,LISC,3,2,1,WED,27,7,17,26,330350,360965,13,60, , , , , , , , , , 
2016,3400,BELC,2,2,2,WED,27,7,17,25,329620,378102,13,40,1,1,1,1,2,1,1,1,1,1
2016,3401,BELC,3,2,1,WED,27,7,18,10,340501,374300,13,30, , , , , , , , , , 
2016,3402,CCGL,2,1,1,WED,27,7,17,10,264794,412581,13,60,1,1,1,1,2,1,10,6,1,2
2016,3403,NEMD,3,2,1,WED,27,7,19,45,308378,325184,13,30, , , , , , , , , , 
2016,3404,BELC,3,2,1,WED,27,7,23,50,333501,374220,13,30, , , , , , , , , , 
2016,3405,FERO,3,1,1,THU,28,7,7,35,226746,345455,13,60, , , , , , , , , , 
2016,3406,BELC,3,1,1,FRI,8,7,10,10,332179,374831,13,30, , , , , , , , , , 
2016,3407,BELC,3,1,1,THU,28,7,8,30,333823,374098,2,20, , , , , , , , , , 
2016,3408,ARND,3,2,1,THU,28,7,10,1,360298,369706,13,60, , , , , , , , , , 
2016,3409,BELC,3,2,1,THU,28,7,10,20,328570,371632,13,30, , , , , , , , , , 
2016,3410,ARND,3,2,1,THU,28,7,10,20,339120,378170,13,30, , , , , , , , , , 
2016,3411,ANTN,3,2,1,THU,28,7,11,0,315018,381019,1,30, , , , , , , , , , 
2016,3412,ARBC,3,2,1,THU,28,7,11,30,312627,346048,2,30, , , , , , , , , , 
2016,3413,BELC,3,2,1,THU,28,7,9,0,333058,374763,13,30, , , , , , , , , , 
2016,3414,FERO,3,1,1,THU,28,7,12,3,212345,338664,13,60, , , , , , , , , , 
2016,3415,MEAN,3,2,2,THU,28,7,13,0,341173,387436,13,30, , , , , , , , , , 
2016,3416,NEMD,3,1,1,THU,28,7,13,40,348501,344404,13,30, , , , , , , , , , 
2016,3417,FERO,3,1,1,THU,28,7,14,0,239678,353832,13,60, , , , , , , , , , 
2016,3418,ANTN,3,2,1,THU,28,7,14,15,299186,391306,13,60, , , , , , , , , , 
2016,3419,LISC,3,2,1,THU,28,7,15,22,316024,361289,14,60, , , , , , , , , , 
2016,3420,MIDU,3,3,1,THU,28,7,14,11,270541,379902,13,60, , , , , , , , , , 
2016,3421,FERO,2,1,1,THU,28,7,18,2,232839,374940,13,60,1,1,1,1,2,2,2,1,1,1
2016,3422,NEMD,3,2,1,THU,28,7,19,30,313150,319814,13,60, , , , , , , , , , 
2016,3423,NEMD,3,2,1,FRI,29,7,0,50,340913,340412,13,30, , , , , , , , , , 
2016,3424,ARBC,3,2,1,FRI,29,7,7,31,301977,348076,13,60, , , , , , , , , , 
2016,3425,ARBC,3,3,1,FRI,29,7,11,30,285729,346188,13,60, , , , , , , , , , 
2016,3426,BELC,3,2,1,FRI,29,7,11,0,335882,374774,11,50, , , , , , , , , , 
2016,3427,ARND,3,2,2,FRI,29,7,11,25,350856,381712,13,30, , , , , , , , , , 
2016,3428,ARND,2,1,1,FRI,29,7,12,15,351016,376279,13,60,1,1,1,1,2,1,1,1,1,1
2016,3429,NEMD,3,2,1,FRI,29,7,12,40,330356,314633,13,30, , , , , , , , , , 
2016,3430,ARBC,3,1,1,FRI,29,7,13,33,287438,345520,2,30, , , , , , , , , , 
2016,3431,MEAN,3,2,1,FRI,29,7,14,42,314411,397064,13,30, , , , , , , , , , 
2016,3432,BELC,3,4,4,FRI,29,7,16,0,333298,380928,12,70, , , , , , , , , , 
2016,3433,MEAN,3,2,1,FRI,29,7,16,10,340914,387159,13,40, , , , , , , , , , 
2016,3434,MEAN,3,2,1,FRI,29,7,16,34,314875,406452,13,30, , , , , , , , , , 
2016,3435,CCGL,3,2,6,FRI,29,7,16,39,303510,436193,13,60, , , , , , , , , , 
2016,3436,CCGL,3,2,1,FRI,29,7,17,11,285979,432684,13,30, , , , , , , , , , 
2016,3437,BELC,3,2,1,FRI,29,7,17,50,327797,371519,13,30, , , , , , , , , , 
2016,3438,ARND,3,3,1,FRI,29,7,18,11,341428,367369,13,40, , , , , , , , , , 
2016,3439,BELC,3,2,2,FRI,29,7,19,40,334521,372167,13,30, , , , , , , , , , 
2016,3440,ARBC,3,2,2,FRI,29,7,20,0,313009,345612,13,30, , , , , , , , , , 
2016,3441,BELC,3,2,1,FRI,29,7,16,55,337680,373987,13,30, , , , , , , , , , 
2016,3442,BELC,3,1,1,FRI,29,7,21,3,332163,376728,1,30, , , , , , , , , , 
2016,3443,ARBC,2,1,1,FRI,29,7,21,37,308216,359450,13,30,1,1,1,1,1,1,1,1,1,1
2016,3444,BELC,3,2,1,SAT,30,7,1,13,333361,377009,13,30, , , , , , , , , , 
2016,3445,NEMD,3,2,2,SAT,30,7,9,50,295923,326568,13,60, , , , , , , , , , 
2016,3446,NEMD,3,2,1,SAT,30,7,11,49,349427,349221,13,60, , , , , , , , , , 
2016,3447,BELC,3,3,3,SAT,30,7,12,53,334363,375985,13,70, , , , , , , , , , 
2016,3448,CCGL,3,1,1,SAT,30,7,14,35,281844,438275,13,30, , , , , , , , , , 
2016,3449,FERO,3,2,3,SAT,30,7,14,40,245565,372402,13,30, , , , , , , , , , 
2016,3450,CCGL,3,2,1,SAT,30,7,14,49,266184,414312,13,60, , , , , , , , , , 
2016,3451,DCST,3,2,1,SAT,30,7,16,12,243681,416363,13,30, , , , , , , , , , 
2016,3452,DCST,2,2,3,SAT,30,7,17,0,230468,390372,13,60,8,7,1,1,2,1,2,1,1,1
2016,3453,BELC,3,2,1,FRI,29,7,13,0,336332,374068,1,30, , , , , , , , , , 
2016,3454,BELC,3,2,1,THU,28,7,16,30,339153,373393,13,30, , , , , , , , , , 
2016,3455,CCGL,3,2,2,SAT,30,7,21,58,270768,420869,13,60, , , , , , , , , , 
2016,3456,CCGL,3,1,1,SAT,30,7,22,5,306740,432796,13,30, , , , , , , , , , 
2016,3457,BELC,3,1,1,SAT,30,7,22,14,334142,373574,13,30, , , , , , , , , , 
2016,3458,MEAN,3,1,2,SUN,31,7,4,0,335539,400271,13,60, , , , , , , , , , 
2016,3459,NEMD,2,1,2,SUN,31,7,11,0,303508,316766,13,30,1,1,1,1,1,1,1,1,1,1
2016,3460,ARND,1,1,1,SUN,31,7,12,47,346946,374881,13,40,10,7,1,1,2,1,1,1,1,1
2016,3461,DCST,2,2,2,SUN,31,7,12,55,249961,420533,11,70,12,7,1,1,3,1,1,1,1,1
2016,3462,BELC,3,2,1,SUN,31,7,13,0,327997,369875,13,30, , , , , , , , , , 
2016,3463,ANTN,2,2,3,SUN,31,7,13,18,332452,392413,13,60,6,4,1,1,2,1,1,1,1,1
2016,3464,ARND,3,2,2,SUN,31,7,13,21,358034,381298,13,30, , , , , , , , , , 
2016,3465,MEAN,3,2,1,SUN,31,7,13,0,311060,403943,1,30, , , , , , , , , , 
2016,3466,CCGL,3,2,2,SUN,31,7,16,15,267494,422129,13,30, , , , , , , , , , 
2016,3467,FERO,3,2,1,SUN,31,7,16,17,228227,349202,13,60, , , , , , , , , , 
2016,3468,ARBC,3,2,1,SUN,31,7,18,30,300893,354466,13,30, , , , , , , , , , 
2016,3469,LISC,3,2,2,SUN,31,7,19,45,324986,372662,13,60, , , , , , , , , , 
2016,3470,BELC,3,2,1,SUN,31,7,20,41,338635,374576,11,30, , , , , , , , , , 
2016,3471,ARBC,2,1,1,MON,1,8,1,55,293112,348416,13,60,1,1,1,1,4,1,1,1,1,1
2016,3472,MEAN,3,1,1,SUN,31,7,9,55,334708,412369,13,60, , , , , , , , , , 
2016,3473,LISC,3,2,1,THU,28,7,8,20,315084,360626,13,30, , , , , , , , , , 
2016,3474,FERO,3,1,1,MON,1,8,11,47,230817,346933,13,60, , , , , , , , , , 
2016,3475,NEMD,3,2,1,MON,1,8,12,23,328210,311935,13,60, , , , , , , , , , 
2016,3476,MIDU,3,2,1,SAT,30,7,19,0,292913,381758,13,60, , , , , , , , , , 
2016,3477,CCGL,2,2,2,MON,1,8,13,28,261526,422149,13,50,12,7,1,1,2,1,1,1,1,1
2016,3478,LISC,3,2,1,MON,1,8,13,45,335379,370325,11,30, , , , , , , , , , 
2016,3479,BELC,3,1,1,MON,1,8,14,43,333864,374090,2,20, , , , , , , , , , 
2016,3480,BELC,3,2,3,MON,1,8,15,9,334724,377712,13,30, , , , , , , , , , 
2016,3481,BELC,3,2,1,MON,1,8,15,48,332052,373027,1,30, , , , , , , , , , 
2016,3482,NEMD,3,1,1,MON,1,8,15,50,350584,345807,13,30, , , , , , , , , , 
2016,3483,LISC,3,3,2,MON,1,8,16,10,338881,370122,13,60, , , , , , , , , , 
2016,3484,BELC,3,2,1,MON,1,8,16,10,333346,375978,13,30, , , , , , , , , , 
